Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 1, 1)","(4, 10, 12, 11)",0.7965809706434386,0.8408968791514205,0.8105191434658604,0.7035939605261917,0.7850033277144909,0.8442895017917676,0.8138461984189144,0.6971693639009693,0.8417504152419127,0.8146108640380587,0.7145607229328805
"(0, 0, 0, 1, 1)","(4, 10, 12, 12)",0.7969117411464318,0.8390930437968362,0.8120923254544042,0.7081040890032831,0.7864298194181745,0.8436671226151627,0.8165398412355408,0.6998989944830757,0.8388023787176765,0.8151952274040596,0.7211973464082563
"(0, 0, 0, 1, 1)","(4, 10, 12, 13)",0.8016824279818021,0.842042670526798,0.8146981842698402,0.715357783702862,0.7906995461665002,0.8470485235473728,0.819701194439773,0.7073883416049478,0.8405636435449677,0.8173208365215666,0.7277022201335566
"(0, 0, 0, 1, 1)","(4, 10, 12, 14)",0.8052651771764268,0.8422304440046524,0.8237805514020478,0.7223328071949143,0.7961146008672049,0.8489206464686591,0.8259536241711078,0.7133782893331445,0.8389451969300664,0.8295696321471603,0.7352310587779124
"(0, 0, 0, 1, 1)","(4, 10, 12, 15)",0.8062910240525204,0.8438212247101369,0.8209804412204205,0.7247855482408029,0.7965290713904534,0.8462576805362219,0.8270519394857597,0.7219985336298562,0.8458653494143888,0.8244131923949309,0.7328926177116067
"(0, 0, 0, 1, 1)","(4, 10, 12, 16)",0.8149836833292069,0.8513853044864342,0.827525946843841,0.7369733910947753,0.8052948808083501,0.8551293263664658,0.8265846613770316,0.731911944196735,0.8506204210687469,0.8363592553712099,0.7457599222273881
"(0, 0, 0, 1, 1)","(4, 10, 14, 5)",0.8066901920509084,0.8482591372204485,0.8181473778656223,0.7200204101831946,0.7954756417564218,0.8505071662563559,0.811634743096841,0.7193217563285599,0.8487883475385697,0.8315938731247258,0.7246652163034597
"(0, 0, 0, 1, 1)","(4, 10, 14, 6)",0.8039905283884197,0.8456638937106536,0.8191246237445666,0.7164314646804074,0.7937399940452093,0.8479209536398743,0.8159622299195808,0.7145937781911343,0.8469784329336401,0.8294775336248907,0.7232407199563003
"(0, 0, 0, 1, 1)","(4, 10, 14, 7)",0.8072015236973341,0.8471812378805825,0.822856530917868,0.7208479192643301,0.796961896020927,0.8482312535703705,0.8193349694899208,0.7203136159611576,0.84925220712438,0.8333099021083064,0.725787722348879
"(0, 0, 0, 1, 1)","(4, 10, 14, 8)",0.8067068299163921,0.8487219688823385,0.817683323182252,0.7192195603549874,0.7952082841398592,0.8494744377120771,0.8167844468199166,0.7189688216487562,0.8521345779649583,0.8237641414053305,0.7244611976898485
"(0, 0, 0, 1, 1)","(4, 10, 14, 9)",0.8059658807874832,0.847332766122183,0.8160527461668883,0.7208633589500612,0.7947496237463775,0.8518237833769827,0.8192007217113935,0.7133357200003665,0.8465569068264378,0.8209097752952393,0.7329606608753083
"(0, 0, 0, 1, 1)","(4, 10, 14, 10)",0.8071786105327838,0.8480796673874907,0.8192880859879704,0.7205292538723194,0.7959656690825936,0.8493279805655082,0.8234298910738399,0.7174497348420676,0.8507969255893976,0.8227697562864051,0.7279876736379207
"(0, 0, 0, 1, 1)","(4, 10, 14, 11)",0.804403435288122,0.8454680107559047,0.8125266716288924,0.7206293828331007,0.7928746884059659,0.8490768335469878,0.8203393136732737,0.7117156338530767,0.8459129900229462,0.8129527822576319,0.733633669818315
"(0, 0, 0, 1, 1)","(4, 10, 14, 12)",0.8018189841893013,0.8409104206589744,0.8190673865961028,0.7163442910356572,0.7921073660969115,0.8426516973960716,0.8252273667283578,0.7120673163780735,0.843208160492396,0.8225270174871607,0.7252437712902079
"(0, 0, 0, 1, 1)","(4, 10, 14, 13)",0.8062436158433537,0.8465181797978861,0.8174652453782943,0.7228924816477621,0.7956253022746476,0.8491981033266173,0.8212277704709985,0.7177210107899782,0.8473284185572993,0.82255694298319,0.7326339702083842
"(0, 0, 0, 1, 1)","(4, 10, 14, 14)",0.8063980419120054,0.8443745963557625,0.8191321874520732,0.7262432492305875,0.7965833443461408,0.8500016495015258,0.8224109767560577,0.7180381540270162,0.8422354793024734,0.8238475561937728,0.7394214146268274
"(0, 0, 0, 1, 1)","(4, 10, 14, 15)",0.8105468414697572,0.8452697556420962,0.8299201930539821,0.7324868641367174,0.8025589376109318,0.8530327071411931,0.8285244330565547,0.7247055659561663,0.8412727535801053,0.8400057787835827,0.7453780050691678
"(0, 0, 0, 1, 1)","(4, 10, 14, 16)",0.8170253551241187,0.8523223544771097,0.8322701833704583,0.7392088918374319,0.807933809895,0.8531057905011158,0.8297092213988456,0.7404502052152205,0.8553100804571182,0.8436767802656243,0.7420600551725268
"(0, 0, 0, 1, 1)","(4, 10, 16, 5)",0.8098427329368368,0.8526396914185199,0.812122240492104,0.7252392084293846,0.7966670467800027,0.8530190903856683,0.8108847661647364,0.7244918328700845,0.8548740856126674,0.8191006531963682,0.7302053645485534
"(0, 0, 0, 1, 1)","(4, 10, 16, 6)",0.8125771111346489,0.851346069196555,0.8246112329815393,0.7308943233452003,0.8022838751744314,0.8529428246248386,0.8224973630872073,0.7292631683669805,0.8529415784732655,0.8343375747256451,0.7365323361788201
"(0, 0, 0, 1, 1)","(4, 10, 16, 7)",0.8103179385182429,0.8481377483032395,0.828223560601357,0.7271710859614517,0.8011774649553495,0.8494346270928776,0.8230585224500186,0.7272121330770849,0.8503974652722308,0.8414724245390992,0.7315738574288535
"(0, 0, 0, 1, 1)","(4, 10, 16, 8)",0.8124477491130634,0.8518236729780646,0.8252886715064683,0.7299037502275616,0.8023386982373649,0.8539674222587879,0.8278598735243928,0.7254565497335739,0.8529025276029705,0.8295234723075439,0.738836903137168
"(0, 0, 0, 1, 1)","(4, 10, 16, 9)",0.8105221064164821,0.8492861927589253,0.8261596325745055,0.7276910714888885,0.8010456322741064,0.8531664423838091,0.8262524534304468,0.7218044827776049,0.848263536920171,0.8320524849041335,0.7378265128560338
